date time lat lon depth ML nstn dmin gap trms ERH ERZ fixed nph quality
2022-02-05 05:45:13.30 23.7997 121.4052 25.95 3.19 99 3.90 40 0.31 0.20 0.20 F 195 B
2022-02-05 13:52:06.21 23.7303 121.5883 5.92 4.14 99 4.80 90 0.37 0.10 0.10 F 219 B
2022-02-05 23:29:28.29 23.7560 121.8175 41.52 3.06 91 26.20 58 0.33 0.30 0.20 F 150 B
2022-02-07 02:33:26.50 23.8430 121.5598 11.30 3.79 99 6.20 27 0.31 0.10 0.10 F 222 B
2022-02-11 19:45:26.30 24.0828 121.4287 59.84 3.34 99 7.00 15 0.33 0.10 0.10 F 303 B
2022-02-13 04:49:18.34 24.2870 121.7138 55.33 3.01 77 5.40 60 0.30 0.30 0.30 F 139 B
2022-02-13 08:29:38.40 24.0975 121.6743 42.27 3.04 72 7.30 51 0.31 0.40 0.30 F 121 B
2022-02-16 05:41:59.41 23.9180 121.4567 20.82 4.47 99 6.40 23 0.37 0.10 0.20 F 267 B
2022-02-18 14:27:20.79 24.0395 121.7752 48.93 4.17 99 17.90 31 0.26 0.20 0.10 F 297 B
2022-02-20 06:13:49.71 24.2643 121.7532 11.36 4.04 99 4.80 50 0.34 0.10 0.10 F 272 B
2022-02-20 15:32:46.45 24.2608 121.7432 11.45 3.17 33 5.20 50 0.23 0.30 0.20 F 62 B
2022-02-25 16:42:23.89 24.2438 121.7460 62.42 4.47 99 7.10 40 0.29 0.20 0.10 F 312 B
2022-02-28 08:48:59.72 23.9413 121.7282 52.86 3.80 99 12.30 37 0.35 0.20 0.20 F 248 B
2022-03-02 12:33:48.24 23.7607 121.7835 35.49 3.77 99 22.70 33 0.35 0.20 0.20 F 285 B
2022-03-06 01:24:17.80 23.9643 121.4702 19.65 3.63 99 2.30 27 0.30 0.10 0.10 F 248 B
2022-03-06 01:46:11.69 24.0665 121.4882 58.45 3.67 49 9.10 36 0.23 0.30 0.30 F 95 B
2022-03-06 02:25:43.69 24.0735 121.7025 41.89 3.02 43 10.00 50 0.32 0.30 0.40 F 78 B
2022-03-06 11:25:35.97 24.2093 121.7772 9.87 3.28 75 11.20 77 0.32 0.20 0.20 F 147 C
2022-03-07 14:44:22.74 24.2023 121.7830 10.25 3.08 93 12.20 138 0.32 0.20 0.30 F 157 C
2022-03-08 01:48:48.05 24.2377 121.8238 15.54 3.14 64 10.90 83 0.27 0.20 0.20 F 111 B
2022-03-08 02:27:01.66 23.9578 121.5693 35.56 3.27 78 4.90 51 0.34 0.30 0.30 F 138 B
2022-03-08 13:51:25.82 24.2827 121.7298 59.92 3.80 99 3.40 52 0.30 0.20 0.20 F 179 B
2022-03-10 15:39:04.19 24.2377 121.7577 48.80 3.43 99 7.80 49 0.30 0.10 0.10 F 314 B
2022-03-11 22:25:21.62 23.9070 121.4498 19.92 3.50 99 7.80 28 0.32 0.10 0.10 F 217 B
2022-03-15 07:11:12.54 23.8070 121.6237 42.98 3.82 99 6.60 32 0.31 0.10 0.10 F 291 B
2022-03-17 10:23:59.82 23.9295 121.4630 16.21 3.29 99 5.00 26 0.31 0.10 0.10 F 229 B
2022-03-19 15:54:19.01 23.9542 121.7908 46.00 3.34 99 18.20 51 0.29 0.30 0.20 F 160 B
2022-03-19 18:09:23.81 24.0900 121.6908 42.23 3.55 99 8.80 70 0.26 0.20 0.20 F 181 B
2022-03-20 22:11:23.21 23.7893 121.7777 50.57 3.06 99 21.90 35 0.30 0.20 0.20 F 226 B
2022-03-21 00:11:34.72 24.2843 121.7125 55.73 3.23 77 4.50 53 0.29 0.30 0.30 F 128 B
2022-03-29 06:59:43.35 23.9213 121.4612 19.05 3.65 99 5.90 47 0.30 0.10 0.10 F 299 B
2022-03-30 14:21:26.65 23.7223 121.5068 4.25 4.08 99 4.40 56 0.28 0.10 0.10 F 263 B
2022-03-30 14:21:58.27 23.7092 121.5052 4.87 3.15 14 4.30 131 0.31 0.50 0.70 F 19 C
2022-04-02 05:20:52.57 24.1357 121.7947 1.99 3.05 82 17.60 109 0.35 0.40 0.40 F 162 C
2022-04-03 07:00:24.67 23.8307 121.4337 18.65 3.08 99 2.20 35 0.28 0.20 0.20 F 218 B
2022-04-07 10:29:46.28 23.9212 121.6093 40.55 3.16 85 2.10 106 0.34 0.30 0.30 F 146 C
2022-04-08 13:47:20.84 24.3102 121.6718 46.34 3.27 99 3.30 83 0.32 0.20 0.20 F 205 B
2022-04-08 14:31:47.66 23.7203 121.4982 4.99 3.11 99 5.20 67 0.27 0.10 0.10 F 155 B
2022-04-10 13:48:52.44 24.0660 121.4927 106.74 3.52 99 9.50 81 0.39 0.40 0.30 F 204 B
2022-04-11 15:52:52.89 23.7162 121.4968 4.24 3.75 99 5.20 66 0.31 0.10 0.10 F 250 C
2022-04-12 21:32:21.39 24.0300 121.7610 8.74 4.29 99 16.20 92 0.46 0.20 0.20 F 240 C
2022-04-12 21:33:39.12 24.0095 121.7775 5.13 3.07 34 17.10 235 0.37 0.30 0.30 F 61 D
2022-04-13 12:24:44.05 24.0302 121.7528 4.49 3.16 76 15.40 187 0.33 0.20 0.20 F 134 D
2022-04-14 16:42:09.72 23.8683 121.6823 49.23 3.82 99 9.10 99 0.30 0.20 0.20 F 266 C
2022-04-14 19:06:58.03 23.7215 121.5072 6.62 4.91 99 4.40 59 0.42 0.10 0.10 F 262 B
2022-04-14 19:08:02.84 23.7118 121.5005 6.01 3.13 3 4.80 189 0.07 0.40 0.50 F 6 C
2022-04-14 19:08:10.64 23.7122 121.4982 6.05 3.19 18 5.10 123 0.30 0.30 0.50 F 26 C
2022-04-14 19:09:13.33 23.7178 121.4987 6.33 4.17 99 5.10 60 0.37 0.10 0.10 F 217 B
2022-04-15 04:54:11.72 23.8218 121.7522 45.68 3.19 99 17.80 106 0.30 0.20 0.10 F 226 B
2022-04-18 20:48:50.93 23.7412 121.5107 6.69 3.67 99 5.30 56 0.39 0.10 0.10 F 246 B
2022-04-19 10:41:41.91 23.7330 121.5123 4.62 3.20 99 4.50 46 0.31 0.10 0.10 F 217 B
2022-04-21 16:10:19.39 24.0877 121.6895 42.14 3.84 99 8.60 78 0.29 0.20 0.20 F 285 B
2022-04-23 07:31:36.95 23.9672 121.6073 39.31 4.69 99 1.10 85 0.33 0.20 0.20 F 273 B
2022-04-24 12:48:40.66 24.2982 121.6240 21.31 3.74 99 8.00 73 0.27 0.10 0.10 F 270 B
2022-04-25 06:35:02.68 23.7342 121.5597 5.21 4.07 99 3.20 126 0.36 0.10 0.10 F 272 C
2022-04-25 22:38:03.62 23.7510 121.6345 7.02 3.91 99 8.40 117 0.36 0.10 0.10 F 264 C
2022-04-26 08:22:03.12 24.0423 121.7363 44.84 3.35 76 14.10 101 0.28 0.30 0.30 F 123 B
2022-04-26 15:33:26.08 23.9258 121.4647 18.11 3.07 99 5.20 46 0.28 0.10 0.10 F 200 B
2022-05-02 18:43:13.35 24.0685 121.6613 29.20 4.85 99 5.90 71 0.31 0.10 0.10 F 287 B
2022-05-02 22:31:49.43 24.0783 121.6470 30.48 3.47 36 4.30 126 0.29 0.40 0.40 F 69 B
2022-05-02 22:35:52.97 24.0747 121.6603 29.27 3.94 99 5.70 70 0.33 0.20 0.10 F 220 B
2022-05-09 05:31:21.03 24.0700 121.6425 29.80 3.24 87 10.00 91 0.31 0.20 0.20 F 152 C
2022-05-11 17:31:53.16 23.9198 121.4498 17.24 3.19 99 6.70 45 0.29 0.10 0.10 F 237 B
2022-05-14 05:38:09.55 23.7600 121.5690 26.35 3.81 99 3.10 97 0.29 0.10 0.10 F 257 B
2022-05-15 15:28:55.20 23.8412 121.4187 18.73 3.13 99 4.00 32 0.30 0.10 0.10 F 286 B
2022-05-29 19:10:25.70 23.9160 121.4620 18.17 3.63 99 6.30 48 0.29 0.10 0.10 F 256 B
2022-05-29 22:23:33.94 23.8373 121.4282 20.90 3.76 99 3.10 33 0.30 0.10 0.10 F 259 B
2022-06-05 03:23:10.32 23.9308 121.6740 56.51 3.07 99 7.90 93 0.33 0.20 0.10 F 278 C
2022-06-07 19:47:39.78 23.9082 121.6523 39.16 4.23 99 5.10 97 0.29 0.10 0.10 F 304 B
2022-06-10 22:44:17.46 23.9478 121.4615 17.32 3.15 87 3.70 41 0.29 0.10 0.20 F 158 B
2022-06-12 13:56:13.41 23.9555 121.6167 27.35 3.82 99 2.20 84 0.33 0.10 0.10 F 267 B
2022-06-14 04:02:36.12 23.8740 121.7725 69.21 3.55 92 17.70 111 0.19 0.30 0.30 F 141 B
2022-06-20 01:06:18.62 23.7125 121.4932 5.32 4.52 28 5.60 108 0.26 0.20 0.30 F 46 B
2022-06-20 01:07:49.16 23.7298 121.4760 6.65 3.79 28 7.70 74 0.34 0.50 0.60 F 45 B
2022-06-20 01:08:03.30 23.7280 121.4812 5.97 3.22 6 7.10 111 0.19 0.50 1.70 F 11 B
2022-06-20 01:08:08.09 23.7212 121.4967 2.18 3.18 9 5.40 108 0.20 0.30 0.70 F 17 B
2022-06-20 01:08:23.54 23.7128 121.4898 2.18 3.09 14 5.90 117 0.31 0.20 0.50 F 24 C
2022-06-20 01:09:09.50 23.7227 121.4968 1.95 3.06 17 5.40 106 0.25 0.20 0.40 F 27 B
2022-06-20 01:10:38.55 23.7308 121.4762 7.27 3.36 48 7.70 81 0.32 0.50 0.40 F 80 B
2022-06-20 01:39:42.95 23.7267 121.4645 9.46 5.15 99 7.40 64 0.35 0.10 0.10 F 294 B
2022-06-20 02:49:38.29 23.7215 121.4957 4.47 3.63 95 5.50 58 0.37 0.20 0.20 F 129 C
2022-06-20 02:50:07.14 23.7217 121.4895 5.21 3.10 19 6.10 99 0.39 0.40 0.60 F 31 C
2022-06-20 03:03:08.86 23.7265 121.5005 3.81 4.31 99 5.20 58 0.39 0.10 0.10 F 257 C
2022-06-20 03:03:37.22 23.7192 121.5007 3.40 3.55 22 4.90 123 0.27 0.20 0.50 F 41 B
2022-06-20 03:04:26.56 23.7162 121.4987 4.02 4.36 99 5.10 66 0.28 0.10 0.10 F 230 B
2022-06-20 03:04:55.30 23.7233 121.4932 6.39 3.46 15 5.80 106 0.26 0.40 0.60 F 25 B
2022-06-20 03:05:10.12 23.7137 121.4973 4.19 3.50 36 5.20 79 0.26 0.10 0.20 F 62 B
2022-06-20 03:05:18.21 23.7325 121.4843 1.11 3.18 6 7.00 106 0.27 0.40 1.40 F 11 B
2022-06-20 05:06:26.84 23.7218 121.4925 5.03 3.52 99 5.80 59 0.37 0.20 0.20 F 142 C
2022-06-20 06:46:37.09 23.7710 121.6452 7.25 3.53 99 8.60 106 0.35 0.10 0.10 F 257 C
2022-06-20 07:05:56.13 23.7285 121.5057 5.41 3.58 99 4.80 48 0.29 0.10 0.20 F 151 B
2022-06-20 07:06:04.75 23.7233 121.5030 5.19 3.60 34 4.90 115 0.29 0.20 0.30 F 45 B
2022-06-20 10:48:30.31 23.7288 121.5110 5.74 4.32 99 4.40 45 0.31 0.10 0.10 F 290 B
2022-06-20 10:48:52.55 23.7270 121.4947 5.79 3.41 7 5.80 115 0.20 0.60 1.30 F 12 B
2022-06-20 10:49:01.14 23.7260 121.4993 3.48 3.80 54 5.30 74 0.30 0.20 0.30 F 79 C
2022-06-20 10:49:14.06 23.7342 121.4902 1.28 3.34 9 6.50 96 0.22 0.50 0.70 F 14 B
2022-06-20 17:13:47.90 23.7038 121.5405 4.02 3.83 99 0.80 111 0.35 0.10 0.10 F 243 C
2022-06-20 19:24:02.40 23.7227 121.5040 4.92 3.51 99 4.70 55 0.33 0.20 0.20 F 225 B
2022-06-20 19:35:03.63 23.7190 121.5032 4.56 3.30 99 4.70 65 0.34 0.10 0.10 F 295 B
2022-06-21 01:12:40.47 23.7065 121.5230 4.48 3.67 99 2.50 81 0.36 0.10 0.10 F 213 B
2022-06-21 05:15:23.56 23.7153 121.5060 5.33 3.50 99 4.30 68 0.36 0.10 0.10 F 277 B
2022-06-21 08:14:27.73 23.7412 121.5140 15.64 3.64 5 5.00 121 0.18 0.70 0.60 F 9 B
2022-06-21 08:14:34.08 23.7403 121.5090 5.27 3.23 99 5.30 50 0.32 0.10 0.10 F 257 C
2022-06-21 08:14:43.05 23.7453 121.4900 8.93 3.04 26 7.20 67 0.15 0.20 0.20 F 48 A
2022-06-21 12:01:37.29 23.7138 121.4982 5.77 3.87 99 5.10 66 0.34 0.10 0.10 F 266 B
2022-06-21 12:05:29.90 23.7190 121.4937 6.36 4.17 99 5.60 60 0.32 0.10 0.10 F 248 B
2022-06-21 12:05:56.63 23.7238 121.4755 5.40 3.19 17 7.60 88 0.28 0.50 1.00 F 25 B
2022-06-21 19:08:05.91 23.7380 121.4702 10.23 3.72 88 8.60 57 0.31 0.10 0.10 F 155 B
2022-06-22 05:23:14.66 23.7672 121.6307 8.59 3.88 99 7.30 121 0.29 0.10 0.10 F 207 B
2022-06-22 05:24:10.54 23.7697 121.6312 9.04 3.73 99 7.30 124 0.28 0.10 0.10 F 176 B
2022-06-24 04:29:41.27 23.7223 121.5293 17.86 3.94 71 2.50 66 0.26 0.20 0.10 F 124 B
2022-06-25 16:13:55.73 23.7247 121.5065 5.02 3.74 99 4.60 51 0.33 0.10 0.20 F 194 B
2022-06-26 16:45:54.53 23.7378 121.5078 7.55 4.20 99 5.20 50 0.39 0.10 0.10 F 150 B
2022-06-26 16:46:01.06 23.7202 121.5068 8.92 4.32 23 4.40 76 0.35 0.30 0.30 F 34 B
2022-06-26 16:46:49.98 23.7330 121.5053 8.03 3.02 8 5.10 102 0.12 0.30 0.30 F 13 B
2022-06-26 16:47:18.30 23.7235 121.5017 8.70 3.08 20 5.00 106 0.36 0.30 0.30 F 29 C
2022-06-26 16:48:01.84 23.7318 121.5132 6.74 3.54 94 4.40 91 0.42 0.20 0.20 F 149 C
2022-06-28 23:29:38.94 23.7175 121.5055 4.97 3.46 99 4.40 63 0.33 0.20 0.20 F 183 B
2022-06-30 03:14:41.52 23.7345 121.6080 8.04 3.98 99 6.80 111 0.40 0.10 0.10 F 197 C
2022-06-30 04:52:59.50 23.7470 121.6050 8.23 3.26 77 6.20 141 0.30 0.10 0.10 F 131 C
2022-06-30 04:56:52.83 23.7380 121.6090 8.41 3.87 99 7.10 111 0.32 0.10 0.10 F 254 C
2022-06-30 11:05:25.04 23.7605 121.5582 6.08 3.28 99 3.00 110 0.41 0.10 0.10 F 188 C
2022-07-03 14:45:12.91 23.7762 121.6398 6.75 3.88 99 8.00 112 0.34 0.10 0.20 F 245 C
2022-07-05 06:03:52.02 23.7745 121.5472 22.55 3.87 99 2.10 92 0.34 0.20 0.20 F 259 C
2022-07-05 06:13:43.49 23.7695 121.4995 23.37 3.44 7 6.80 140 0.20 1.10 1.00 F 13 C
2022-07-08 00:24:46.48 24.1095 121.6750 57.31 3.61 99 7.60 80 0.35 0.20 0.20 F 249 B
2022-07-08 17:16:38.71 24.1273 121.8548 18.38 3.10 99 22.70 95 0.38 0.40 0.60 F 312 B
2022-07-11 08:15:37.51 24.2485 121.8027 15.97 3.13 91 8.50 91 0.29 0.20 0.10 F 162 B
2022-07-15 10:30:00.90 23.7558 121.5118 7.28 3.23 84 6.20 95 0.37 0.10 0.10 F 129 C
2022-07-18 20:21:35.67 23.8255 121.7987 48.38 3.33 99 21.80 117 0.30 0.30 0.20 F 277 B
2022-07-19 05:36:08.13 23.7808 121.5998 6.01 3.03 73 3.90 125 0.37 0.20 0.10 F 126 C
2022-07-20 22:03:56.88 23.7287 121.5088 1.11 3.82 80 4.60 65 0.56 0.10 0.10 F 116 C
2022-07-25 07:16:31.63 23.9113 121.5808 37.48 3.54 50 2.30 82 0.28 0.30 0.30 F 100 B
2022-07-25 22:11:28.18 24.0177 121.5115 18.01 4.06 99 6.10 30 0.31 0.10 0.10 F 258 B
2022-07-25 22:56:44.79 23.8375 121.4302 18.99 3.12 99 3.10 34 0.31 0.10 0.10 F 190 B
2022-07-28 14:40:43.30 24.0677 121.6515 29.02 4.06 99 5.00 71 0.30 0.10 0.10 F 287 B
