date time lat lon depth ML nstn dmin gap trms ERH ERZ fixed nph quality
2021-09-27 12:33:05.50 23.8060 121.4157 6.32 1.10 11 2.70 107 0.26 1.00 0.50 F 16 B
2021-09-27 13:54:33.92 23.8142 121.4072 13.11 0.54 10 3.50 78 0.18 1.30 0.90 F 12 A
2021-09-27 14:00:59.55 23.5802 121.4627 32.56 2.05 28 10.50 158 0.39 1.20 0.70 F 47 C
2021-09-27 14:20:27.34 23.8452 121.3842 6.02 1.00 12 6.90 67 0.21 0.90 1.60 F 16 B
2021-09-27 15:07:15.56 23.7613 121.3975 19.83 1.41 14 5.00 83 0.34 1.10 1.00 F 25 A
2021-09-27 15:16:30.24 23.8837 121.4242 15.56 1.42 25 8.10 50 0.34 0.60 0.70 F 44 A
2021-09-27 15:43:02.31 23.8487 121.4358 16.81 1.77 38 4.10 83 0.26 0.30 0.30 F 67 B
2021-09-27 15:57:59.69 23.8360 121.4208 17.20 1.46 20 3.40 83 0.36 0.90 0.90 F 34 A
2021-09-27 17:55:14.65 24.1135 121.4695 3.07 1.25 16 10.40 68 0.36 0.30 0.50 F 26 C
2021-09-27 17:59:45.50 23.9795 121.5450 11.66 2.31 58 5.50 66 0.28 0.20 0.20 F 89 B
2021-09-27 18:11:33.23 23.6140 121.6587 51.75 2.30 28 21.50 150 0.39 1.50 1.20 F 41 C
2021-09-27 18:17:11.76 23.7702 121.4493 6.50 0.44 11 4.70 77 0.15 0.60 0.50 F 14 A
2021-09-27 18:52:27.51 23.7628 121.7673 33.19 1.56 24 21.00 135 0.29 0.80 0.60 F 36 C
2021-09-27 19:16:12.15 23.8703 121.4422 17.69 1.02 11 6.50 145 0.31 1.70 1.70 F 15 C
2021-09-27 21:02:13.21 23.9473 121.5797 18.44 1.34 20 9.10 109 0.34 0.80 1.00 F 38 B
2021-09-27 22:13:30.14 24.1760 121.5577 23.82 1.71 17 3.80 55 0.37 1.00 0.70 F 32 A
2021-09-28 03:01:17.88 23.7752 121.4898 11.26 1.19 5 6.40 159 0.24 0.90 1.20 F 10 D
2021-09-28 04:03:08.46 23.8385 121.4227 17.05 2.41 44 3.50 65 0.26 0.20 0.30 F 80 B
2021-09-28 09:19:36.25 23.8597 121.4335 15.65 2.66 56 5.40 40 0.31 0.20 0.20 F 94 B
2021-09-29 01:48:54.75 23.7695 121.5192 9.93 2.53 39 4.80 78 0.32 0.20 0.20 F 74 B
2021-09-29 11:18:10.30 23.7092 121.8145 24.29 2.30 51 27.10 82 0.40 0.40 0.50 F 90 C
2021-09-30 02:40:00.55 24.0245 121.6625 34.10 2.34 32 7.40 95 0.38 0.50 0.50 F 53 C
2021-09-30 17:15:16.29 23.5040 121.5408 34.09 3.09 99 12.00 35 0.29 0.20 0.20 F 184 B
2021-10-01 06:25:44.23 23.8123 121.6913 40.47 2.22 26 13.40 96 0.28 0.40 0.40 F 52 B
2021-10-01 18:56:51.16 24.1277 121.4863 4.82 2.59 99 8.80 31 0.35 0.10 0.20 F 193 C
2021-10-02 02:18:35.48 24.2697 121.7947 3.37 1.95 17 6.30 236 0.38 0.70 0.30 F 23 D
2021-10-03 01:19:55.21 23.8522 121.4380 17.28 2.36 42 4.50 54 0.32 0.30 0.30 F 77 B
2021-10-03 07:56:06.71 23.8887 121.4338 30.76 1.44 17 8.50 56 0.41 0.90 0.80 F 28 B
2021-10-03 09:41:03.91 24.0103 121.4777 20.13 2.75 65 5.20 47 0.26 0.20 0.30 F 111 B
2021-10-03 14:08:19.03 23.5332 121.5708 34.35 3.19 99 15.60 57 0.32 0.20 0.20 F 254 B
2021-10-03 17:19:13.40 24.0907 121.7938 50.95 2.14 45 18.90 98 0.41 0.40 0.40 F 90 C
2021-10-03 23:03:10.90 24.0908 121.5600 14.17 2.95 90 4.70 34 0.40 0.30 0.20 F 167 A
2021-10-04 03:54:05.22 23.8015 121.4713 10.43 1.06 5 3.30 112 0.20 0.70 0.50 F 8 B
2021-10-04 03:58:39.41 24.1727 121.7163 50.69 2.41 38 9.60 80 0.33 0.60 0.50 F 59 B
2021-10-04 04:59:01.81 23.9268 121.7557 51.91 2.22 40 15.40 131 0.36 0.60 0.50 F 63 C
2021-10-04 08:33:48.11 24.1498 121.6438 2.02 1.41 3 2.30 274 0.04 0.40 0.60 F 5 D
2021-10-04 14:59:02.01 23.9985 121.4733 22.49 2.63 58 4.20 53 0.29 0.20 0.30 F 100 B
2021-10-04 21:31:03.36 23.7823 121.4065 23.12 1.98 38 4.80 83 0.37 0.30 0.30 F 69 B
2021-10-05 03:30:11.74 24.2597 121.8853 24.37 1.95 21 23.10 94 0.36 0.70 0.60 F 42 B
2021-10-05 06:48:49.28 23.9648 121.4773 16.20 2.81 50 1.60 47 0.30 0.20 0.30 F 89 B
2021-10-05 16:14:14.28 24.2943 121.9358 30.20 2.18 51 19.00 119 0.28 0.20 0.20 F 91 B
2021-10-05 16:22:09.44 23.9392 121.4627 16.95 1.87 32 4.20 73 0.24 0.20 0.30 F 57 B
2021-10-05 18:42:33.97 23.7835 121.7082 44.94 2.19 35 14.80 130 0.34 0.60 0.60 F 58 C
2021-10-06 13:09:43.66 23.8943 121.5642 19.98 2.27 57 4.00 96 0.32 0.30 0.20 F 104 C
2021-10-06 14:03:06.20 23.5398 121.3473 21.38 1.09 13 4.40 134 0.38 1.70 1.30 F 21 B
2021-10-06 14:47:27.75 24.0305 121.5080 19.11 2.92 96 7.40 27 0.32 0.10 0.20 F 192 B
2021-10-06 15:11:30.43 23.9007 121.4740 16.06 2.75 64 7.40 56 0.34 0.20 0.20 F 112 B
2021-10-06 20:21:43.49 23.9072 121.4558 20.91 4.28 99 7.50 24 0.32 0.10 0.10 F 244 B
2021-10-06 21:41:02.47 23.7550 121.5677 7.07 2.05 23 3.60 183 0.28 0.20 0.20 F 40 C
2021-10-07 03:24:29.03 23.7193 121.6893 35.81 2.56 32 14.50 148 0.25 0.30 0.30 F 60 C
2021-10-07 06:08:45.65 23.9257 121.6650 32.55 3.27 99 6.90 53 0.35 0.20 0.20 F 202 B
2021-10-07 08:43:19.24 24.1353 121.6008 6.53 1.21 7 3.40 132 0.35 1.00 0.60 F 12 C
2021-10-07 12:21:43.09 23.7220 121.9715 30.11 2.27 38 42.70 96 0.48 0.40 1.10 F 64 C
2021-10-07 13:16:28.00 23.5480 121.5492 29.34 2.30 61 14.20 78 0.36 0.20 0.30 F 122 B
2021-10-07 16:42:22.12 24.0423 121.5092 16.04 2.95 77 8.70 26 0.30 0.20 0.30 F 119 B
2021-10-07 20:20:40.61 23.9978 121.8302 51.62 2.50 48 22.20 76 0.31 0.40 0.40 F 80 B
2021-10-07 22:26:52.91 24.0803 121.4102 56.90 2.34 44 6.60 33 0.39 0.30 0.40 F 82 B
2021-10-07 22:27:36.43 23.9487 121.4687 16.71 1.75 19 3.10 99 0.28 0.40 0.60 F 37 B
2021-10-08 11:52:46.69 23.7635 121.8440 43.28 2.07 22 28.80 94 0.44 0.70 1.10 F 31 C
2021-10-08 12:46:45.70 23.9203 121.4487 18.53 3.03 73 6.70 44 0.29 0.20 0.20 F 122 B
2021-10-08 19:22:55.70 24.2207 121.6483 15.99 2.93 90 7.40 56 0.29 0.20 0.20 F 163 B
2021-10-08 19:25:57.98 24.2238 121.7188 48.39 2.30 52 12.10 65 0.31 0.40 0.40 F 87 B
2021-10-09 11:29:05.24 23.8450 121.4348 18.04 2.58 56 3.70 53 0.29 0.20 0.20 F 105 B
2021-10-09 16:26:55.52 23.6852 121.5393 3.35 3.02 83 2.60 93 0.33 0.10 0.10 F 117 C
2021-10-09 19:58:19.43 23.9042 121.4563 15.44 2.53 62 7.70 50 0.30 0.20 0.20 F 116 B
2021-10-09 22:45:10.39 24.1432 121.8342 47.43 3.02 78 21.50 75 0.39 0.50 0.70 F 152 A
2021-10-09 23:51:24.35 24.2780 121.9643 51.59 2.21 26 26.40 85 0.31 0.80 1.10 F 52 A
2021-10-10 06:17:16.84 23.9412 121.6567 33.35 1.55 19 16.40 115 0.32 1.30 0.80 F 29 B
2021-10-10 08:35:13.01 24.1427 121.6062 7.23 1.42 8 2.40 136 0.33 0.50 0.30 F 13 C
2021-10-10 09:17:20.47 24.1332 121.6732 49.96 3.18 99 5.80 54 0.29 0.30 0.30 F 179 B
2021-10-10 16:41:52.97 24.1935 121.5602 54.93 2.40 46 4.10 74 0.33 0.50 0.40 F 76 B
2021-10-10 17:18:53.90 23.7350 121.4773 9.28 1.53 13 7.80 60 0.28 0.40 0.40 F 21 B
2021-10-11 01:14:13.75 24.1922 121.6057 20.75 2.48 35 2.30 112 0.31 0.30 0.40 F 64 C
2021-10-11 02:30:46.59 23.8428 121.5995 25.92 2.11 18 7.20 127 0.17 0.80 0.60 F 28 B
2021-10-11 03:28:33.98 23.5940 121.6400 31.54 2.31 20 15.70 233 0.33 1.50 1.00 F 34 D
2021-10-11 03:28:43.53 24.2980 121.7203 12.25 2.46 13 3.10 131 0.29 0.80 0.50 F 21 B
2021-10-11 03:58:00.36 23.8100 121.5377 27.36 2.35 12 3.60 126 0.24 1.10 0.70 F 19 B
2021-10-11 05:56:23.56 23.7727 121.4897 10.93 2.21 20 6.60 63 0.31 0.60 0.60 F 34 A
2021-10-11 06:01:28.15 23.8315 121.7587 40.79 2.60 26 17.80 90 0.30 0.80 1.40 F 40 A
2021-10-11 06:12:10.76 23.9157 121.4492 16.13 1.99 16 7.10 101 0.31 0.80 0.90 F 29 B
2021-10-11 07:20:34.89 24.2865 121.6822 17.75 2.21 21 5.20 123 0.37 0.90 1.00 F 37 B
2021-10-11 08:30:40.84 24.1393 121.6102 1.75 2.16 17 2.50 141 0.25 0.50 0.40 F 23 C
2021-10-11 08:49:59.70 23.8205 121.7280 18.79 2.57 42 15.80 97 0.40 0.40 0.40 F 66 C
2021-10-11 11:26:23.48 24.1985 121.6160 17.08 2.63 41 3.50 71 0.31 0.30 0.30 F 71 B
2021-10-11 14:04:15.10 24.1300 121.6678 10.58 2.16 15 5.50 200 0.29 0.40 0.30 F 24 C
2021-10-11 14:10:00.23 23.7703 121.5425 8.91 2.82 39 2.80 137 0.33 0.20 0.20 F 78 C
2021-10-11 16:30:15.42 23.6637 121.4085 21.20 2.67 32 2.00 86 0.28 0.40 0.20 F 51 B
2021-10-11 18:13:36.92 23.9160 121.7418 20.80 3.10 84 14.30 55 0.43 0.20 0.20 F 168 B
2021-10-11 18:45:21.67 23.7430 121.9827 32.07 2.81 35 42.70 50 0.26 0.50 0.80 F 46 B
2021-10-11 23:40:03.12 23.7660 121.6913 41.74 3.57 99 13.30 53 0.27 0.20 0.20 F 207 B
2021-10-12 03:30:23.61 23.5587 121.2052 1.50 1.66 14 13.90 59 0.17 0.70 2.00 F 18 C
2021-10-12 16:26:46.00 23.7235 121.3185 11.21 2.81 63 6.90 41 0.29 0.20 0.10 F 76 B
2021-10-12 17:04:15.50 23.8450 121.4447 17.72 2.79 70 3.70 66 0.33 0.20 0.20 F 140 B
2021-10-13 00:41:15.43 23.6893 121.2650 11.42 2.32 21 14.50 67 0.30 0.30 0.70 F 34 B
2021-10-13 17:40:30.39 24.0213 121.6442 32.55 2.69 64 6.00 57 0.42 0.30 0.30 F 128 B
2021-10-13 23:50:04.53 24.1292 121.4713 1.23 2.25 33 8.70 40 0.40 0.20 0.30 F 60 C
2021-10-14 15:41:57.99 23.7567 121.5083 8.57 2.31 40 6.50 162 0.34 0.20 0.20 F 61 C
2021-10-15 04:48:42.75 23.7750 121.5293 7.68 3.13 96 3.70 64 0.35 0.10 0.10 F 187 B
2021-10-15 10:09:09.42 23.6002 121.2397 14.82 1.32 8 14.10 139 0.25 0.90 0.60 F 16 C
2021-10-15 10:09:21.81 24.0325 121.4793 60.92 2.29 24 6.80 102 0.33 1.30 1.30 F 39 B
2021-10-15 11:50:14.40 24.2340 121.7675 48.13 2.48 48 11.00 67 0.35 0.40 0.40 F 96 B
2021-10-15 15:14:52.65 24.1707 121.7907 30.48 1.99 19 15.70 197 0.27 0.70 0.60 F 31 C
2021-10-16 20:39:03.53 23.5847 121.5150 42.51 2.36 35 12.90 147 0.29 0.50 0.40 F 65 C
2021-10-17 02:20:15.14 23.5520 121.9327 28.33 2.88 69 45.90 48 0.42 0.30 0.70 F 138 C
2021-10-17 03:41:43.93 23.7758 121.4033 21.67 2.56 30 5.60 83 0.33 0.30 0.40 F 60 B
2021-10-17 05:07:55.99 23.6445 121.4913 38.22 2.13 17 7.10 163 0.29 0.90 0.70 F 29 C
2021-10-17 07:35:04.39 23.8288 121.4293 18.94 2.73 53 2.30 42 0.30 0.20 0.20 F 98 B
2021-10-17 08:35:45.97 23.7767 121.4710 8.16 2.44 28 4.90 130 0.33 0.30 0.30 F 49 C
2021-10-17 19:34:25.76 23.8403 121.7180 46.01 2.83 96 13.70 36 0.37 0.20 0.20 F 189 B
2021-10-17 21:32:08.19 24.1432 121.5968 18.22 3.26 99 3.10 33 0.32 0.20 0.20 F 177 B
2021-10-18 05:49:18.63 24.2002 121.6702 31.40 5.25 99 6.70 29 0.28 0.10 0.10 F 268 B
2021-10-18 06:01:52.52 24.2040 121.6347 30.50 2.08 20 5.20 175 0.28 0.50 0.50 F 39 C
2021-10-18 06:09:44.34 24.1947 121.6898 34.17 1.97 11 7.90 217 0.28 1.00 0.90 F 21 C
2021-10-18 06:16:02.83 24.2100 121.6760 32.77 2.05 13 7.90 220 0.39 0.80 0.80 F 25 D
2021-10-18 06:22:22.76 24.2008 121.6577 31.46 2.00 11 7.10 194 0.24 0.60 0.60 F 22 C
2021-10-18 06:23:09.86 24.1983 121.6598 30.06 2.45 30 5.80 79 0.27 0.30 0.40 F 56 B
2021-10-18 07:24:11.30 23.8500 121.5732 8.00 3.07 80 6.60 70 0.32 0.10 0.10 F 149 B
2021-10-18 07:31:08.64 23.8517 121.5705 7.87 2.19 32 6.60 99 0.31 0.20 0.20 F 59 C
2021-10-18 08:04:51.20 24.1453 121.4892 9.62 2.86 80 6.80 25 0.49 0.40 0.40 F 153 A
2021-10-18 08:40:36.50 23.8482 121.5747 7.81 2.40 42 6.70 104 0.37 0.20 0.20 F 74 C
2021-10-18 08:52:56.85 24.2000 121.6593 31.23 3.88 99 5.90 34 0.31 0.20 0.20 F 219 B
2021-10-18 12:36:44.77 24.0837 121.5563 43.47 2.42 55 10.70 75 0.45 0.70 0.90 F 110 A
2021-10-18 12:45:54.25 24.1940 121.6653 31.65 2.58 62 5.80 58 0.35 0.30 0.30 F 124 B
2021-10-18 14:00:06.99 24.1925 121.6702 30.48 2.05 29 6.10 108 0.26 0.40 0.30 F 52 B
2021-10-18 14:34:58.96 23.6040 121.8157 24.13 1.71 19 32.90 154 0.28 0.50 1.40 F 36 C
2021-10-18 15:14:56.09 24.1985 121.6462 29.79 1.99 32 5.00 76 0.30 0.40 0.40 F 59 B
2021-10-19 03:31:44.80 24.1170 121.5725 33.74 2.51 41 5.20 49 0.33 0.50 0.40 F 70 B
2021-10-19 07:25:25.32 24.2383 121.6828 9.86 1.83 28 10.20 161 0.25 0.50 0.40 F 47 C
2021-10-19 08:18:52.25 23.8815 121.5448 37.07 2.77 53 6.30 68 0.31 0.30 0.30 F 102 B
2021-10-19 09:32:10.85 23.9788 121.6382 43.80 2.34 23 2.50 190 0.28 0.60 0.60 F 41 C
2021-10-19 16:14:41.51 24.0678 121.4995 24.42 2.32 32 10.80 49 0.26 0.30 0.40 F 54 B
2021-10-19 22:33:10.76 23.9573 121.6080 43.35 2.88 88 2.10 46 0.36 0.30 0.30 F 176 B
2021-10-20 00:37:21.82 24.1388 121.4965 8.83 2.35 47 7.70 39 0.39 0.50 0.60 F 82 A
2021-10-20 02:49:51.33 23.8330 121.4297 18.46 1.99 35 2.60 44 0.39 0.60 0.70 F 62 A
2021-10-20 03:05:02.72 23.8975 121.4512 16.53 1.71 24 8.60 49 0.35 0.70 0.70 F 41 A
2021-10-20 03:25:30.06 24.1882 121.6745 33.69 2.17 32 6.20 81 0.28 0.70 0.40 F 51 A
2021-10-20 04:34:06.62 23.5327 121.6927 32.29 2.27 38 24.40 119 0.33 0.80 0.60 F 63 B
2021-10-20 10:58:09.30 24.1422 121.5723 31.95 1.99 35 4.20 46 0.38 0.80 0.60 F 61 A
2021-10-20 14:38:07.77 24.1785 121.5860 20.66 2.47 59 1.00 66 0.29 0.20 0.20 F 109 B
2021-10-20 14:45:44.39 23.7673 121.5178 9.52 2.12 32 5.10 91 0.32 0.50 0.50 F 55 B
2021-10-20 17:07:59.75 23.8550 121.4762 11.09 1.49 17 5.90 63 0.35 0.70 0.70 F 31 A
2021-10-20 19:13:53.18 23.7943 121.4338 13.78 2.75 92 2.10 43 0.32 0.10 0.10 F 174 B
2021-10-21 09:14:12.71 23.7675 121.7168 39.74 2.42 51 15.90 67 0.36 0.40 0.30 F 102 B
2021-10-21 20:41:47.57 23.9203 121.9188 41.81 2.71 62 31.70 74 0.43 0.40 0.50 F 108 B
2021-10-22 03:50:56.28 24.2830 121.6208 23.94 1.94 14 13.10 112 0.28 0.90 1.20 F 24 B
2021-10-22 06:05:29.22 23.7997 121.6180 14.11 2.15 17 5.80 149 0.31 1.00 0.40 F 29 C
2021-10-22 11:07:29.38 24.1922 121.7197 46.63 2.56 45 10.50 85 0.27 0.60 0.60 F 74 A
2021-10-22 12:28:54.65 23.8445 121.5730 6.31 1.48 12 6.40 165 0.21 0.60 0.70 F 18 C
2021-10-22 13:06:10.26 23.9225 121.4560 16.47 1.66 17 6.10 103 0.28 0.70 0.60 F 27 B
2021-10-22 15:07:24.16 23.9712 121.4733 19.11 2.10 16 2.10 70 0.28 0.40 0.60 F 27 B
2021-10-22 15:23:23.11 24.0983 121.8137 4.28 2.64 35 20.50 109 0.34 0.30 0.30 F 57 C
2021-10-22 18:12:12.69 23.8983 121.4662 17.13 2.10 27 7.90 80 0.27 0.30 0.20 F 51 B
2021-10-22 21:11:04.34 23.7780 121.7605 41.77 2.28 19 20.20 156 0.26 0.60 0.40 F 32 C
2021-10-22 23:46:54.07 23.9293 121.4763 16.04 2.84 58 4.30 38 0.26 0.20 0.20 F 105 B
2021-10-23 02:03:02.71 24.1682 121.5250 54.11 2.37 18 6.10 51 0.35 0.80 0.60 F 27 B
2021-10-23 03:16:04.62 24.0678 121.6518 26.80 5.33 99 5.00 49 0.32 0.10 0.10 F 209 B
2021-10-23 03:16:53.47 24.0670 121.6317 24.69 3.97 11 3.10 179 0.23 0.90 0.60 F 18 C
2021-10-23 03:17:16.69 24.0615 121.6157 24.44 3.20 4 2.50 225 0.12 1.00 0.80 F 8 D
2021-10-23 03:18:15.15 24.0602 121.6290 24.24 2.57 7 3.40 198 0.29 1.50 1.10 F 13 D
2021-10-23 03:18:45.08 24.0665 121.6470 26.40 2.62 16 4.60 131 0.24 0.90 0.80 F 27 B
2021-10-23 03:21:01.12 24.0808 121.6155 23.69 2.28 17 1.10 168 0.28 0.50 0.40 F 27 C
2021-10-23 03:21:15.28 24.0698 121.6435 24.08 2.70 32 4.10 85 0.25 0.20 0.20 F 52 B
2021-10-23 03:24:58.07 24.0987 121.8085 4.61 4.19 99 20.00 49 0.31 0.10 0.10 F 167 C
2021-10-23 03:28:17.51 24.0815 121.6457 25.07 2.13 15 4.20 180 0.35 0.60 0.40 F 26 C
2021-10-23 03:29:59.39 24.0657 121.6325 25.05 3.39 62 3.30 64 0.29 0.20 0.20 F 95 B
2021-10-23 03:42:15.58 24.0723 121.6438 24.48 2.54 35 4.10 89 0.25 0.30 0.20 F 63 B
2021-10-23 03:59:57.38 24.0712 121.6440 26.48 3.04 66 4.10 57 0.27 0.20 0.10 F 110 B
2021-10-23 04:00:17.26 24.0633 121.5932 25.75 1.89 4 2.30 192 0.11 0.90 0.80 F 8 D
2021-10-23 04:11:02.11 24.0743 121.6343 24.89 2.30 21 3.10 91 0.28 0.40 0.30 F 40 B
2021-10-23 04:15:55.23 24.0857 121.6380 26.78 3.04 46 3.40 52 0.26 0.20 0.20 F 75 B
2021-10-23 04:16:14.94 24.0815 121.6500 25.48 3.52 46 4.60 59 0.27 0.20 0.20 F 76 B
2021-10-23 04:16:31.77 24.0857 121.6415 27.08 3.57 38 3.80 90 0.27 0.20 0.20 F 60 B
2021-10-23 04:17:20.46 24.0682 121.6418 24.18 2.28 10 4.00 190 0.19 0.40 0.30 F 19 C
2021-10-23 04:58:23.31 24.0695 121.6518 26.98 2.37 20 5.00 95 0.20 0.30 0.30 F 37 B
2021-10-23 04:59:04.51 24.0683 121.6323 24.83 2.01 14 3.10 94 0.27 0.50 0.30 F 28 B
2021-10-23 05:36:18.82 24.0785 121.6405 26.67 2.19 12 3.60 189 0.16 0.40 0.30 F 24 C
2021-10-23 06:14:58.43 24.0573 121.6402 24.66 2.90 63 4.50 60 0.28 0.20 0.10 F 116 B
2021-10-23 07:09:37.90 24.0658 121.6267 27.27 2.23 18 2.80 90 0.24 0.40 0.40 F 35 B
